tag | canon | symbol | lot_law | risk | entry_long :: exit :: buildon
EX140 | ict-smc-zone | unspecified | grid-add | no_sl | price breaks above prior ZigZag high (arm mode B=1) then pulls back forming 3 consecutive bearish candles whose range = ICT zone;  :: no SL/TP on entries; FL-train (trend-follow) mode adds same-direction  :: already capped at 50 orders + 0.1 lot upper limit; build-on: replace market breakout entri
EX139 | ict-smc-zone | EURUSD | martingale | no_sl,uncapped_martingale | 3 consecutive bearish candles with summed body >=40 pips draw zone (B1/B2); enter buy when price closes back inside zone AND candl :: close both groups combined when profit > 15 pips; dynamic grid recover :: add explicit lot ceiling and max-order cap before live use (transcript reports backtest su
EX140 | ict-smc-zone | XAUUSD | martingale | no_sl,uncapped_martingale | 4H ZigZag breakout above prior swing high sets buy-mode=1 (draws Line_buy on 4H swing high, break confirms uptrend); then on entry :: close both groups combined when profit > 60 pips; dynamic grid recover :: critical: add explicit lot ceiling + max-order cap before any live use — author's own disc
EX154 | macd | EURUSD | martingale | uncapped_martingale | bullish MACD divergence, confirmed by ID3/ID2 bearish candles then ID1 bullish reversal candle -> open buy at Lot_Start (0.01) :: take-profit 10 pips as-position (closes buy+sell groups together); los :: same as sibling EX154 card - add a hard lot/order cap before building on; this variant is 
EX195 | macd | unspecified | linear-add | no_sl | MACD bullish divergence (built-in FXDreema block) on chosen signal TF; confirmed by bullish engulfing (ID2 bearish, ID1 bullish, b :: close-group at $5 profit; no fixed SL/TP; Max Order 15 acts as forced  :: MACD-divergence-confirmed-by-engulfing is a distinct entry filter from the batch's plain c
EX059 | macd | EURUSD | grid-add | no_sl | Classic-divergence group: MACD Divergence = bullish -> buy 0.01 lot fixed, grid-add every 10 pips as price falls (capped 15 orders :: per-group basket close when floating profit > 5 USD (close_profit); co :: already capped and using a bounded hedge escape - good build-on candidate; a real user rep
EX195 | macd | unspecified | linear-add | no_sl | MACD bullish divergence (built-in block) + confirming bullish engulfing (ID2 bearish, ID1 bullish, body ID1>ID2); price>EMA200 :: close-group at $5 profit; no fixed SL/TP; combined-group cut-loss when :: the percentage-of-balance combined-group cut-loss (auto-scales with account size, checks b
EX120 | macd | XAUUSD | martingale | uncapped_martingale | MACD bullish divergence AND candle ID2 bearish, ID1 bullish AND tick-volume(ID1) > tick-volume(ID2) :: SL=custom price level (low/high of ID1); TP=percent-of-SL, tested at b :: has SL and win-reset already; add an explicit lot/volume cap to remove the uncapped_martin
EX010 | macd | unspecified | martingale | no_sl,uncapped_martingale | Group1(Classic): MACD classic bullish divergence detected -> buy martingale (start 0.01, x2 on loss), once per bar. Group2(Hidden) :: per group: close all (buy+sell) in that group when combined floating p :: add per-group position cap and/or switch martingale to linear-add; the group/magic-number 
EX120 | macd | XAUUSD | martingale | uncapped_martingale | same as sibling video: MACD bullish divergence + ID2 bearish/ID1 bullish + volume(ID1)>volume(ID2), explicitly framed for larger T :: SL=custom price level (low/high of ID1); TP=percent-of-SL (500% shown, :: presented explicitly by author as a response to a high-volatility market event (50000-poin
EX154 | macd | EURUSD | martingale | uncapped_martingale | bullish MACD divergence detected, then confirmed by 3-candle pattern: ID3 and ID2 bearish candles (open>close), ID1 bullish revers :: take-profit 10 pips (as-position, closes both buy+sell groups together :: MUST add a lot-size cap (Volume Upper Limit) or hard order-count cap before any further te
EX153 | macd | unspecified | linear-add | no_sl | MACD(H1) above zero with histogram bars ID1>ID2>ID3>ID4 (strengthening uptrend) sets buy-mode; EMA3>EMA8>EMA200 alignment confirms :: no SL/TP; profitable side pyramids every 100 pips (fixed lot); losing  :: already capped at 0.1 lot; this is a re-explained variant of the same MACD(H1)->intraday e
EX153 | macd | XAUUSD | linear-add | no_sl | MACD main line on H1 above zero AND rising for 2+ candles sets buy-mode; entry on M5 requires EMA5>EMA10>EMA100 alignment AND pric :: no SL/TP; grid recovery every 500 pips with candle-pattern confirmatio :: already capped 1.0 lot + Max Order 50 hard cap; build-on: the multi-timeframe MACD(H1)->M5
EX095 | misc | XAUUSD | fixed | no_sl | 10-candle trend quality check: swing size > 1000 pips (min pip range) on gold = quality uptrend -> open buy :: close buy/sell only when reversal signal fires: 100 pip move within 10 :: narrator states single fixed-lot version fails over a 5yr run; add martingale or custom-se
EA_FXDreema_EP2_08_10_2567 | misc | XAUUSD | martingale | none | place pending buy-stop ~75 pips above current price (once per bar); only armed when ATR-based volatility-of-volatility filter conf :: TP ~60 pips (bound by broker min stop-level, e.g. GX Gold/Standard=60) :: swap the x2 doubling multiplier to a smaller linear-add or log-lot law instead of geometri
EX211 | misc | unspecified (demoed on EU/EURUSD) | unspecified |  | price breaks below 14-period low (support) then later a candle's low pierces the support line but closes back above it (wick rejec :: per-trade SL 30 pips or TP 50 pips (fixed R:R ~1:1.67); on loss, next  :: already has per-trade SL/TP and a bounded 1-2-3-5x sequence (not naive martingale); build-
EX089 | misc | XAUUSD | martingale | no_sl,uncapped_martingale | ID1 candle matches either (bearish, lower_wick>=40% of candle_size) or (bullish, both wicks<=20%), candle_size>=100pips -> buy, lo :: close basket both sides when unrealized profit > $10; no SL/TP per ord :: add an explicit max recovery-order cap; enable the 30%-balance cut_loss by default instead
EX102 | misc | EURUSD | linear-add | no_sl | H1 candle ID1 bullish -> store its high+close; when M15 current close > stored H1 high (new high) -> place pending buy at the H1 c :: no SL/TP; recovery-add +0.01 lot per step on 10pip grid, confirmed by  :: already capped at 20 orders; flat-lot test (no L_Plus escalation) first to isolate the new
EX149 | misc | XAUUSD | martingale | martingale | no condition - opens first trade as buy unconditionally with SL500/TP500 pips; after any buy TP-win, reopens buy at base lot (0.01 :: fixed SL/TP 500 pips per order, no grid/trailing; consecutive-loss cou :: already capped via consecutive-loss=15 self-terminate; test replacing the 2x doubling with
EX109 | other-indicator | XAUUSD | grid-add | no_sl | Angle = (close[1]-close[2])/period > 0 -> buy 0.01 lot :: no direct SL; grid-add fixed 0.01 lot every 50pip in trend direction;  :: already has dual money-based safety nets (trailing stop + stuck-order cutloss) — good buil
EX100 | other-indicator | EURUSD | grid-add | no_sl | CCI(id1) < -100 sustained for >=5 consecutive candles (signal counter), then CCI crosses back above -100 -> buy 0.01 lot :: TP via profit-in-pips (close_pip=8, pip-as-position basis); winning si :: already capped at 20 orders per side; pyramiding (winning) side shares the same cap as the
EX012 | other-indicator | unspecified | fixed | no_sl | ADX base line (on close price) crosses above level 30 -> place 5 buy pending orders simultaneously in a grid (grid size -30pip off :: delete remaining pending orders + close all open positions (both sides :: already capped at 5 levels; add SL/TP using the block's built-in %-of-first-order scaling 
EX181 | rsi | XAUUSD | martingale | no_sl,martingale | RSI(H1) oversold(<30) AND RSI(current TF) oversold(<30) AND angle(close ID1 - close ID2)>0 (ID1 closed higher than ID2, reversal s :: follow-trend mode closes at $30 profit, reverse-train repair mode clos :: already capped design (50-order cut_loss_mode + per-order volume ceiling); enable cut_loss
EX041 | rsi | EURUSD | linear-add | no_sl,uncapped_grid | RSI(candle[1]) < 25 -> open buy 0.1 lot (first order, no SL/TP); while RSI stays <25 and price moves 15pip+ away from the last buy :: close entire basket (buy or sell) when unrealized profit > $100 :: add a hard order-count/lot cap and a basket SL; author's own backtest shows Max DD 76% at 
EX182 | rsi | XAUUSD | martingale | no_sl,uncapped_martingale | no open buy/pending exists AND RSI(H1) oversold AND RSI(current TF) oversold AND price breaks above Line Buy (drawn at high of pri :: close all when either side profit > $5 (Close Money); grid distance 10 :: add explicit max-order cap (sibling videos in same series use 50); flat-lot test to isolat
EX040 | rsi | EURUSD | martingale | uncapped_martingale | no open buy/sell exists AND consecutive-loss counter < 2: candle[1] closes crossing below Bollinger lower band -> open buy using M :: each trade closes at its own SL(20pip)/TP(30pip); a consecutive-loss c :: add an explicit cap on martingale doubling steps (e.g. max 3-4), and/or replace multiply-o
EX039 | rsi | XAUUSD | grid-add | no_sl | price breaks below the 30-candle support line (tracked via BreakOut_S flag), then within 10 candles closes back above the support  :: close whole basket (buy or sell) when unrealized profit > $5; if inste :: already capped at 30 orders with a 30% balance cutloss; test flat-lot (L_Plus off) vs esca
EX182 | rsi | XAUUSD | martingale | no_sl,martingale | RSI(H1) oversold(<30) AND RSI(current TF) oversold(<30) AND a large down-candle (Master Bar) occurred in oversold zone -> horizont :: follow-trend closes at $30 profit, reverse-train repair closes at $5 p :: already capped (50-order safety net) though author notes DD 61% at $1000 capital -- test f
EX124 | rsi | XAUUSD | grid-add | uncapped_grid | RSI(candle ID1)>=90 and candle ID1 bullish -> buy 0.01 SL100/TP150; simultaneously place pending sell-stop at candle ID1 low; if b :: first order SL100/TP150; grid-add orders no SL/TP, managed by trailing :: add a max-order or lot cap on the grid-add leg; flat-lot PF check on grid adds; try log-lo
EX033 | rsi | EURUSD | grid-add | no_sl | RSI(14, candle ID1) crosses above 30 triggers placement of 6 pending buy orders (3 above, 3 below current price via 15-pip grid sp :: close all when combined profit > $20; daily reset also clears counters :: already has a clean daily-frequency cap unlike most other examples in this batch; build-on
EX181 | rsi | XAUUSD | martingale | no_sl,martingale | RSI(H1) oversold(<30) AND RSI(current TF) oversold(<30) AND candle ID1 close > candle ID2 close (reversal up) -> buy 0.01 lot, vol :: follow-trend closes at fixed $ target, reverse-train repair closes at  :: selected by author as 1-of-20 'safe' EAs from 200-video library specifically because caps 
EX199 | rsi | unspecified | martingale | no_sl,martingale | EMA3>EMA200 uptrend, EMA3 crosses below EMA8 (pullback) triggers auto Fib draw; price retraces past level 4 (61.8%) then crosses b :: trailing stop scaled by ATR once >=2 orders open; martingale-recovery  :: capped at 15 orders (order-count only, no explicit %-balance cut-loss shown); flat-lot tes
17_10_2024 | rsi | EURUSD | martingale | no_sl | RSI below oversold level 30 AND prior candle is a 'special doji' (lower wick > 2x upper wick AND lower wick > body size) :: no SL/TP on first order; on adverse move, adds a martingale/grid order :: add explicit cap on martingale steps + hard SL; replace fixed $50 close-money exit with a 
EX018 | rsi | XAUUSD | linear-add | no_sl | RSI(7)<30 (oversold) and bullish doji on ID1 (lower wick>upper wick, small body) -> buy 0.01 lot, no SL/TP, once per bar :: correction adds (linear +0.01 lot) spaced >=100pip apart on bullish/be :: already capped (30 orders, 0.2 lot ceiling); the standout reusable idea is closing only th
EX199 | rsi | unspecified | martingale | no_sl,martingale | EMA_fast(3)>EMA200 uptrend, RSI(7) oversold(<30), price crosses back up through Fib level 61.8% with bullish reversal candle confi :: trailing stop scaled by ATR once >=2 orders open; martingale-recovery  :: capped at 50 orders but no explicit %-balance cut-loss shown in this transcript — add one 
EX207 | rsi | unspecified | grid-add | no_sl | detect large bearish candle (body>100pips) -> draw horizontal Line_Buy at its high; when price crosses above Line_Buy AND RSI(curr :: close all + delete remaining pendings when unrealized profit > $10; cu :: ladder is naturally capped at 5 orders; extension: use maker-side pending orders (already 
EX204 | rsi | unspecified | martingale | no_sl | group1: RSI oversold + reversal candle pattern (ID1 wick>=40% or <=10% variants, body>=100pips) -> buy 0.01, range_of_buy starts a :: per-group close when unrealized profit > $5; global cut-loss at -3000  :: already capped (5 lots, max 6 orders/group, -3000 cut-loss, hedge fallback beyond 6); flat
EX202 | rsi | unspecified | linear-add | no_sl,uncapped_grid | RSI7 on H1 < 30 AND RSI7 on current TF (M1) < 30 (both oversold) THEN wait for bullish pin bar/doji (lower wick > upper wick, lowe :: close all (per side) when unrealized profit > $5; no SL, no TP on indi :: add explicit Max Order cap and a hard SL/percent cut-loss (narrator himself suggests addin
EX018 | rsi | XAUUSD | linear-add | no_sl,uncapped_grid | mode_buy switch=on, RSI(7)<30 and bullish doji on ID1 -> buy 0.01 lot, no SL/TP, once per bar :: same first/last-order close at combined profit>$5 once 3+ trades open; :: re-add the original's explicit Max Order + lot ceiling before any live use; author reports
EX190 | rsi | unspecified (tested vs gold context) | linear-add | no_sl | Group1: prior candle close above EMA100; bullish RSI divergence (candle ID1 low < ID5 low < ID10 low i.e. new lows, while RSI ID5  :: close combined groups at +10 USD; cut-loss -3000 USD (implied, same fa :: already capped at 0.1 lot; flat-lot test first; narrator's own backtest shows RSI level tu
EX189 | rsi | unspecified | linear-add | no_sl | Group1: RSI H1 <30 AND RSI M1(7) <30 plus doji with long lower wick -> open first buy (group1); group1 also opens a fixed 0.01 sel :: close both groups together when combined profit > 5 USD; cut-loss -300 :: already capped at 0.1 lot; flat-lot test first; narrator notes it struggles to close in si
EX189 | rsi | unspecified | linear-add | no_sl | Group1: RSI H1 <30 (oversold) AND RSI M1(7) <30, plus prior candle is a doji with lower wick > half of it longer than upper wick - :: close whole basket (both groups combined) at +30 USD profit; cut-loss  :: already capped at 0.2 lot; flat-lot test first; the two independent buy/sell groups act as
EX190 | rsi | unspecified | martingale | none | Group1: prior close above EMA100; bullish divergence via ID1/ID5/ID10 lows+RSI as in _GGfXVctDUM; prior candle bullish with higher :: trend-mode (price extending favorably) uses ATR-scaled trailing stop ( :: already capped at 50 orders / 0.1 lot per order with dynamic ATR trailing exit on the tren
EX192 | rsi | unspecified | linear-add | no_sl | EMA8>EMA18>EMA200 alignment; pullback+bounce bullish engulfing where opposing (down) candle body < 70% of the up candle body; opti :: close-group money target scales with open-position count (close_money  :: already lot-capped and step-add (not doubling); the position-count-scaled close-money form
EX192 | rsi | unspecified | martingale | no_sl | EMA3>EMA8>EMA200 (uptrend alignment) at ID1; bullish engulfing (ID2 bearish, ID1 bullish, body ID1>ID2); optional RSI<30 filter :: close-group at $5 profit (Close Money); no SL/TP on individual orders :: already capped at 5 lots + Max Order 30 + $3000 cut-loss on $10k; once capped-martingale e
EX191 | rsi | unspecified (author trades EU/gold examples) | martingale | uncapped_martingale | price above EMA200; bearish ID2/bullish ID1 engulfing with ID1 tick-volume > ID2 volume; RSI7 < 30 (oversold) :: SL 300 pips, TP 500 pips per trade; Custom Sequence lot resets to base :: add a hard Volume Upper Limit lot cap (sequence currently unbounded except by -1000 money 
EX091 | rsi | XAUUSD | linear-add | no_sl,uncapped_grid | candle ID1 special doji (lower_wick>upper_wick, lower_wick/2>upper_wick, lower_wick>body) and RSI14<30 -> buy fix 0.01L :: close basket both sides when unrealized profit > $10 :: add an explicit max order cap per side; the rebalance mechanism (open an opposite-directio
EX131 | rsi | unspecified | linear-add | no_sl | price crosses above Bollinger Lower Band AND RSI(7) < 30 (oversold) :: no SL/TP; close all positions at combined profit $5 every 100-pip grid :: already capped via Volume Upper Limit; split the two grid behaviors (fixed-lot add when pr
EX131 | rsi | EURUSD | linear-add | no_sl | price crosses above BB Lower Band AND RSI7 < 30 :: no fixed SL/TP; Flow-Train mode (price moving favorably) uses a traili :: add an explicit lot cap on the Reverse-Train branch; the mutually-exclusive Flow-Train(tra
EX145 | rsi | unspecified (gold-style pip sizing implied, likely XAUUSD) | grid-add | martingale | H1 RSI<30 permits buy; M1 EMA3>EMA8 (uptrend alignment) and price-to-EMA3 distance <=60pips (not overextended) -> open buy 0.01 lo :: grid adds every 100pips; ATR-scaled trailing stop (base 60pips x ATR-a :: already capped (50 orders + equity cut-loss); the ATR-adaptive trailing-stop distance is a
EX147 | rsi | EURUSD | martingale | no_sl,uncapped_martingale | RSI(14)<30 then bullish engulfing (id2 bearish candle body, id1 bullish candle closing above id2 open) -> open buy 0.02 lot group1 :: grid/for-train adds every 20pips; trailing stop 10pips/step1 once >=2  :: add explicit hard order cap (sibling examples used 10-50); the 5.75-year backtest (2019-20
EX156 | rsi | XAUUSD | martingale | no_sl,martingale | RSI<30(oversold) AND ID2 bearish doji with long lower wick (lower wick>upper wick>body) AND ID1 bullish candle whose low >= ID2 lo :: trailing stop 60/step1 (group-of-trade) once 2+ orders open; grid mart :: already has a soft lot clamp via Upper Limit param; add explicit max-step cap on the recov
EX159 | rsi | unspecified | martingale | no_sl,uncapped_martingale | RSI(H1)<30 AND Stochastic main crosses above signal in oversold zone(<20) on current TF AND EMA_fast(3)>EMA(200) :: no fixed TP; martingale add every 100 pips against the position (+0.01 :: add an explicit step/order cap on the martingale ladder rather than relying solely on the 
EX086 | rsi | EURUSD | martingale | no_sl,uncapped_martingale | candle ID1 special doji: lower_wick>upper_wick and lower_wick/2>upper_wick and lower_wick>body_size, and RSI14<30 (oversold) -> bu :: close basket per side (buy or sell) when unrealized profit > $50; no S :: add explicit max recovery-order cap or hard lot ceiling; test flat-lot (no martingale) ver
EX158 | rsi | XAUUSD | martingale | no_sl,martingale | Stochastic<30(oversold) AND EMA_fast(3) crosses above EMA_slow(8) AND price-to-EMA_fast distance <=300 pips :: trailing stop 60/step1 (group-of-trade) once 2+ orders open; grid reco :: RSI-zone-gated lot scaling already reduces blind martingale; add a hard max-order cap; tes
EX157 | rsi | unspecified | martingale | no_sl,martingale | price breaks above auto-generated uptrend line (90 vs 45 candle high lookback) AND RSI oversold(<30) at the break; trend-following :: ATR-adaptive trailing stop (base 100 pips, widens with ATR up to ~400- :: capped at 50 orders already; test flat-lot entry-only edge, and try with-trend-only mode (
EX157 | rsi | XAUUSD | martingale | no_sl,uncapped_martingale | candle close crosses above auto-generated trendline (TR_LINE_buy, 90 vs 45 candle lookback) AND RSI(7)<30 at the cross :: trailing stop 100 pips; grid martingale recovery every 100 pips, +0.01 :: add an explicit max-order cap (missing here, unlike the sibling EX157 video which has Max 
EX145 | rsi | EURUSD | martingale | no_sl,uncapped_martingale | H1 RSI<30 sets buy-mode; then M5 RSI(7)<30 confirms -> open buy 0.01 lot group1 (2-timeframe confirmation) :: grid/for-train adds every 10pips when in profit direction with trailin :: add explicit hard Max_Order cap in live mode (not just optional safe-mode) and test linear
EX136 | rsi | EURUSD | grid-add (fixed 0.01 lot per add, no lot escalation in this version) | no_sl | group1: no open buy in group1 + 3-candle bullish reversal pattern (ID3 bear, ID2 bull, ID1 bull) + Stochastic above level 30 -> op :: per group: if price runs favorably, grid-add every 20 pips (fixed 0.01 :: already fixed-lot (not martingale) so main gap is no SL and no stated max-order cap on the
EX137 | rsi | EURUSD | martingale (every recovery order adds +0.01 lot, continuous not stepped) | no_sl,uncapped_martingale | group1, no open buy: candle ID1 lower wick > 2x upper wick AND lower wick > body (special doji) + RSI(7) < 30 (oversold) -> buy 0. :: winning mode: grid-add every 15 pips then trailing stop (20/1) once 2+ :: same author's EX136-v2 pattern (a few videos later) added explicit lot-jump + max-order ca
EX134 | rsi | 10 pairs incl. EURUSD, GBPUSD, USDJPY...NZDUSD (unspecified full list) | fixed | none | dashboard shows up-arrow (blue) per symbol/TF when EMA fast>slow (uptrend) or RSI>60; trader manually clicks Buy button for that s :: fixed SL 100 pips, TP 100 pips per order; plus panel buttons Close-All :: pure manual-assist signal dashboard (not autonomous entry logic) across 10 pairs x 5 TFs; 
EX113 | rsi | XAUUSD | martingale | martingale | swing low detected (zigzag), price makes lower-low vs prior zigzag low while RSI makes higher-low at those points = bullish RSI di :: SL = custom price level from lowest/highest of prior 3 candles; TP = 2 :: already capped at 2 lots; flat-lot test first (disable x2 multiply) to check entry-only ed
EX134 | rsi | unspecified (20 pairs incl. XAUUSD) | grid-add | none | per-symbol group auto-mode: after manual first buy in a symbol's group, if price runs up, system opens additional buy orders every :: each order has SL and TP set (values not stated); auto-mode stopped vi :: this is a UI/scaling revision (10->20 pairs) of the EX134 dashboard EA; buildable extensio
EX137 | rsi | XAUUSD | martingale | no_sl,martingale | RSI(7)<30 (oversold) AND previous candle is bullish doji (lower wick > upper wick, small body) :: trailing stop dynamic = TS(60 pips)+ATR-scaled buffer (TS+ATR formula) :: already capped (max 50 orders, 0.1 lot ceiling); flat-lot test first to confirm entry edge
EX142 | rsi | unspecified | martingale |  | EMA3>EMA200 and EMA3>EMA8 (uptrend alignment) and RSI(7) crosses above 70 or 75 or 80 (any one) -> open buy :: SL = lowest/highest price of prior 5 candles pulled via Market Propert :: capped at 1.0 lot already; build-on by widening to more symbol/TF pairs since narrator con
EX142 | rsi | XAUUSD (spread 16 in test) | martingale | no_sl,uncapped_martingale | price above EMA200 and RSI(14) crosses above 70 or 75 or 80 (overbought momentum continuation, not reversal) -> open buy; protecte :: no SL/TP fields set (protection is the time-bomb flash-move cut-loss i :: add an explicit Volume Upper Limit lot cap and a max-order cap (as used in the sibling EX1
EX104 | rsi | EURUSD | martingale | no_sl,uncapped_martingale | Daily RSI(14)>60 (uptrend) AND M15 RSI(14) crosses above 30 -> buy 0.01 lot :: no SL/TP initial; Follow-Train mode pyramids fixed 0.01 lot every 20pi :: add explicit max-step cap to Reverse-Train lot escalation (e.g. Max_Order like EX102's 20)
EX138 | rsi | unspecified | martingale | no_sl,martingale | RSI(7)<30 AND candle ID1 matches template: long lower wick >=50% of candle size (either direction) OR big bullish body candle (wic :: close both buy+sell groups together when combined unrealized profit >  :: add explicit Max Order cap (not shown this example); flat-lot test to isolate the Single C
EX105 | rsi | XAUUSD | grid-add | none | Daily RSI(14)>60 AND M5 RSI(14) crosses above 30 -> buy 0.01 lot, SL = lowest low of candle ID1-3 :: initial SL from 3-candle lookback, no TP; grid-add fixed 0.01 lot ever :: has SL + money-loss cap already; extend to other symbol/TF pairs and verify the grid-add p
EX160 | rsi | XAUUSD | fixed | none | same EMA3/8 cross + 3-candle bullish reversal confirmation as the base version :: fixed SL500/TP500 with opposite pending-order hedge (lot 0.02, offset  :: author's own before/after comparison shows this revision improved results (lower max DD, h
EX172 | rsi | unspecified | grid-add | no_sl | manual buy-mode toggle=true, no existing buy position group1, RSI(1hr)<30 AND RSI(current TF)<30, doji with long lower wick :: no SL/TP; grid-add every 100 pips; close basket at $30 (follow-trend/w :: already has both position cap and cut-loss (build-on candidate); flat-lot test to check if
EX058 | rsi | EURUSD | martingale | uncapped_martingale | RSI(ID1) < 30 (oversold) AND doji-like candle (lower wick half > upper wick, lower wick > body) -> if switch=Martingale mode: buy  :: basket close per mode when floating profit (as-position) > 50 USD; 30% :: Grid mode is already order-capped and buildable; for the Martingale mode, add an explicit 
EX179 | rsi | unspecified | martingale | no_sl,uncapped_martingale | same double-hammer + EMA100 + optional RSI<30 filter as original (EX179 7Op2LWd3LCU) -> buy 0.01 group1, volume_upper_limit 0.1 :: ATR-scaled trailing stop once group has 2+ orders (winning side); losi :: add an explicit max correction-order cap (fixed in the next revision at 50); the dual lot+
EX171 | rsi | XAUUSD | grid-add | no_sl | time filter 14:00-22:00 server; manual mode-buy toggle=true; RSI oversold; doji with long lower wick; candle low below EMA-Low AND :: no SL/TP per order; ATR-scaled trailing stop (ATR*TS*2) once 2+ orders :: has a real cap+cut-loss already (build-on candidate); test flat-lot (disable grid-add esca
EX179 | rsi | unspecified | martingale | martingale | no buy in group1; price above EMA200; ID2 lower wick > upper wick; ID1 doji (lower wick > upper wick, upper wick > body); optional :: once group has 2+ orders, ATR-adjusted trailing stop (base 60 pips x A :: already capped at 50 orders/side; this is presented by the author as 1 of 20 EAs entering 
EX052 | rsi | XAUUSD | linear-add (recovery-order lot size = current open-position count in that direction * 0.01, e.g. 3 open orders -> 0.03 lot next add) | no_sl | RSI(7)<30 and prior candle bullish doji :: close first order plus profitable orders when profit_all > close_money :: already implements linear-add lot law with explicit volume cap - directly matches the doct
EX052 | rsi | EURUSD | fixed | no_sl | RSI(7)<30 (oversold) and prior candle is bullish doji (lower wick > upper wick, upper wick > body) :: close first order plus all profitable orders when profit_all > close_m :: already capped at 30 orders; flat-lot test first; try linear-add or log lot law instead of
EX175 | rsi | XAUUSD | grid-add | no_sl,uncapped_grid | first order only: RSI < 30 (oversold) -> buy 0.01, no SL/TP, once-per-bar; after first order, rebalance logic buys when current cl :: close all buy+sell when unrealized profit > 50 USD, then reset lot cou :: already capped at max_order; add a large-timeframe trend filter (as narrator suggests) to 
EX057 | rsi | EURUSD (creator notes gold needs 10x grid distance) | grid-add | no_sl | RSI in zone 1-50 -> open buy 0.1 lot fixed (no SL/TP), then grid-add corrective buys every 10 pips as price falls, with lot size s :: close all (buy or sell side, whichever triggered) when floating profit :: already capped at 20 orders; try adding a hard SL, or convert grid adds to pending buy/sel
EX179 | rsi | unspecified | linear-add | no_sl,uncapped_martingale | no buy position in group1; price above EMA100; candle ID1 is doji (lower wick > upper wick, upper wick > body); candle ID2 has low :: per-group: after 2+ orders, trailing stop (ATR-adjusted) manages profi :: turn on safe_mode by default (cut-loss at 30 orders + impulse-candle detection) rather tha
EX171 | rsi | XAUUSD | grid-add | no_sl,uncapped_grid | RSI(1hr,14)<30 AND RSI(5min,7)<30, candle ID1 is doji with long lower wick, candle low below EMA-Low AND candle high below EMA-Hig :: no SL/TP; grid-add every 60 pips; close basket at $30 profit; trailing :: add explicit Max_Order cap and a cut-loss (missing here, unlike sibling EX171 qoII84ixew4 
EX081 | rsi | EURUSD | linear-add | no_sl | uptrend regime (price rises to equal ZigZag High) -> mode1: wait for bullish RSI divergence (price makes lower low via ZigZag lows :: trailing stop 15 pips group-of-trades after 2+ legs; grid-add correcti :: add explicit Max Order cap (not shown); the regime-gated strategy-selection architecture (
EX050 | rsi | EURUSD | martingale (linear +0.1L increment per add in the extreme RSI zone; flat-lot add in the moderate zone) | no_sl,uncapped_martingale | RSI in [1,50] (OR of two Move_Within_Limit blocks: 1-30 and 31-50) -> buy fixed 0.1L, no SL/TP, once per bar :: grid-add every 10 pips (grid_distance) against the position; if RSI st :: cap the +0.1L-per-step ladder to N steps; the moderate-zone arm (flat 0.1L add) is already
EX172 | rsi | unspecified | grid-add | no_sl | RSI(1hr)<30 AND RSI(current TF)<30, doji with long lower wick (lower wick/2 still > upper wick, upper wick > body) :: no SL/TP; grid-add every 100 pips; close basket at $30 if in follow-tr :: add an explicit max-order count cap alongside the existing cut-loss; the 'switching mode' 
EX082 | rsi | EURUSD | linear-add | no_sl | close ID1 below EMA200 by more than 25 pips AND RSI crosses up through 30 (oversold) -> buy :: trailing stop 15 pips step5 group-of-trades after 2+ legs; grid-add co :: already has a money-based cut-loss cage (-500 USD); build-on = replace fixed-dollar cut-lo
EX063 | rsi | EURUSD | martingale | no_sl,uncapped_martingale | no prior buy/sell; RSI(14) at candle ID1 crosses above 30 -> buy 0.1 lot :: two modes after first order: (1) snowball/follow-trend mode activates  :: add a Volume Upper Limit / max-doubling-step cap to the martingale leg (later examples in 
EX167 | rsi | unspecified | grid-add | no_sl | candle low breaks below Lower Bollinger Band AND prior candle has a lower wick >=40% of candle size AND RSI(7)<30 at that point =  :: grid-add every 90 pips fixed continuation lot; step lot +0.01 every 4  :: the 40%+ wick-length filter for confirming a BB-touch/RSI-extreme reversal is worth extrac
EX169 | rsi | XAUUSD | martingale | no_sl | RSI(7)<30 (oversold) + doji with long lower wick (lower wick > upper wick, upper wick > body) :: no SL/TP; close basket at +$3 profit; ATR-scaled trailing stop (ATR*TS :: already has a cap concept (10-order martingale limit + hedge fallback); formalize as hard 
EX165 | rsi | EURUSD | grid-add | no_sl | RSI(7) crosses below level 25 (arms buy signal, mode_buy=1) then later crosses back above level 30 (confirms reversal momentum) =  :: grid-add every 15 pips fixed 0.01 lot continuation, gated by bullish/b :: already capped; flat-lot test first to isolate the RSI double-level entry edge from grid e
EX167 | rsi | unspecified | grid-add | no_sl | price (candle close) crosses above Lower Bollinger Band while RSI is oversold (<30) at that point = buy group1; only active if mod :: grid-add every 100 pips fixed 0.01 lot; step +0.01 lot every 5 losing  :: the buy-mode/sell-mode trend toggle is a clean, already-built lever to cut grid/DD exposur
14_10_2024 | stochastic | EURUSD | linear-add (grid) | no_sl,uncapped_grid | price above SMA250 AND distance(price,SMA250) < 80 pips AND 3-bar reversal pattern (ID3=bear,ID2=bull,ID1=bull) AND Stochastic cro :: winning side: trailing stop 20 pips / step 1 pip (Flow-Trend mode); lo :: add a hard total-step cap (e.g. 5-8 adds) and a max-lot ceiling on top of the existing 1-p
